Nom_commune;Coordonnees_gps;Departement 
COURPIAC;44.7547642391, -0.185776017902;GIRONDE
CONDRIEU;45.4743083818, 4.75671075164;RHONE
ORRIULE;43.4054035607, -0.850232826718;PYRENEES ATLANTIQUES
ST AUBIN DE TERREGATTE;48.5703247813, -1.28722870629;MANCHE
VATTEVILLE LA RUE;49.4536083557, 0.684145070402;SEINE MARITIME
EPERTULLY;46.9449937024, 4.60074542788;SAONE ET LOIRE
BAGE LE CHATEL;46.3077069231, 4.92862084189;AIN
MONTAGNIEU;45.799449019, 5.46428608859;AIN
LES HAYES;47.6990596775, 0.780078483408;LOIR ET CHER
CHATEAUNEUF LES BAINS;46.0254681643, 2.88743233345;PUY DE DOME
ST JEAN SUR TOURBE;49.1233394938, 4.67214565601;MARNE
SAILLY;48.4356912773, 5.27218061021;HAUTE MARNE
ROUGEFAY;50.2763576271, 2.16980912233;PAS DE CALAIS
MONTREUIL SUR THERAIN;49.3813378813, 2.19419096108;OISE
GEZ EZ ANGLES;43.0881354542, 0.0247150767346;HAUTES PYRENEES
BOURRIOT BERGONCE;44.1506739659, -0.213232956554;LANDES
BORT L ETANG;45.7812457267, 3.43542941153;PUY DE DOME
ST PAUL EN BORN;44.2009953973, -1.15027990694;LANDES
PORT SUR SAONE;47.692500452, 6.03302774909;HAUTE SAONE
QUIBERON;47.4881657518, -3.12282400639;MORBIHAN
MONCEAU LE WAAST;49.6217435488, 3.71656668597;AISNE
FRESSANCOURT;49.6284783975, 3.42727910427;AISNE
MIRMANDE;44.6886093237, 4.844585911;DROME
SURGY;47.513493834, 3.50606920534;NIEVRE
PIERRE MORAINS;48.8400739001, 4.02053698314;MARNE
HUMBERT;50.5005174956, 1.90980020513;PAS DE CALAIS
PLENEUF VAL ANDRE;48.5840054611, -2.53016887694;COTES D ARMOR
ANTRENAS;44.5881108325, 3.25393256642;LOZERE
CHATENAY;46.2913546739, 4.38266694341;SAONE ET LOIRE
ST CLAR;43.8928262507, 0.761393836193;GERS
FOLCARDE;43.4059778673, 1.79495498171;HAUTE GARONNE
ALLIANCELLES;48.8033869619, 4.87418519758;MARNE
AUSSONCE;49.3455509602, 4.32720413528;ARDENNES
GRANDE SYNTHE;51.0167874642, 2.29071143357;NORD
DRAVEIL;48.6778413772, 2.42197801862;ESSONNE
AMFREVILLE LA MI VOIE;49.4044285564, 1.12471250441;SEINE MARITIME
LA HAYE DU THEIL;49.2376362253, 0.875327964748;EURE
MARGUERAY;48.9003108376, -1.1263529355;MANCHE
AUBAGNE;43.2934843764, 5.56331273477;BOUCHES DU RHONE
LE MESNIL GILBERT;48.7221632657, -1.0569044647;MANCHE
BU;48.8022272101, 1.49327920018;EURE ET LOIR
CHARIGNY;47.4334660182, 4.42062588907;COTE D OR
DYO;46.3638960777, 4.28153745354;SAONE ET LOIRE
PARLY;47.7584885598, 3.34962637067;YONNE
VILLERS SUR TRIE;49.3139532792, 1.81713750407;OISE
AVIGNONET;44.9575987733, 5.67358379925;ISERE
HERICOURT;47.5698613671, 6.76517349246;HAUTE SAONE
PASLY;49.4022800131, 3.29799527999;AISNE
LA HERIE;49.8838269882, 4.04360657052;AISNE
QUENOCHE;47.4644966479, 6.10803014349;HAUTE SAONE
CHANU;48.7224631427, -0.672912176288;ORNE
DIO ET VALQUIERES;43.6690497036, 3.22101697098;HERAULT
MAREIL EN FRANCE;49.0700384798, 2.41753793907;VAL D OISE
ROQUETTES;43.4947364798, 1.37416616378;HAUTE GARONNE
CALOIRE;45.4145267518, 4.2349238858;LOIRE
BRETIGNY;47.3935524929, 5.09969847149;COTE D OR
MORNANS;44.6208884748, 5.13309651112;DROME
LESMONT;48.4302411801, 4.42438844514;AUBE
CLAVILLE;49.0485570128, 1.01887133225;EURE
VERS SOUS SELLIERES;46.8243900195, 5.52600045116;JURA
BAIS;48.0108227925, -1.30560487998;ILE ET VILAINE
LABASTIDE D ANJOU;43.3468106616, 1.85317961566;AUDE
MORVILLERS;49.5843809513, 1.87218404343;OISE
CIRE D AUNIS;46.0380687499, -0.930603200492;CHARENTE MARITIME
ORGES;48.0782759639, 4.93479857914;HAUTE MARNE
CHATILLON;46.4615377644, 3.12807465548;ALLIER
MOURENX;43.3740220656, -0.617464224458;PYRENEES ATLANTIQUES
ST MAURICE SOUS LES COTES;49.0106196654, 5.66598601118;MEUSE
DOMECY SUR LE VAULT;47.489569621, 3.81025505067;YONNE
TALUYERS;45.6362754046, 4.72434330862;RHONE
BOURGON;48.1603649988, -1.04536225795;MAYENNE
ST RIQUIER EN RIVIERE;49.8845471571, 1.57255279378;SEINE MARITIME
VILLEBOIS;45.8485624628, 5.44711117486;AIN
NOLLEVAL;49.4939955432, 1.48168594393;SEINE MARITIME
BOSVILLE;49.7629078501, 0.684228513933;SEINE MARITIME
CAUROIR;50.1720373952, 3.29914293305;NORD
ST AUBIN FOSSE LOUVAIN;48.4490661735, -0.836056782555;MAYENNE
ST MARD;48.5100096795, 6.29862310671;MEURTHE ET MOSELLE
LEME;43.4960890658, -0.360478701676;PYRENEES ATLANTIQUES
OZON;45.1631858608, 4.79658585866;ARDECHE
LE VERT;46.1044348487, -0.398782793634;DEUX SEVRES
THENISSEY;47.4964918792, 4.61948858454;COTE D OR
ANDERNAY;48.783786876, 4.95243588603;MEUSE
GOEULZIN;50.3185089576, 3.09937496212;NORD
BELLECOMBE TARENDOL;44.3570805263, 5.35605853142;DROME
LOCARN;48.3325702433, -3.41128829706;COTES D ARMOR
ARGELES GAZOST;43.006001672, -0.0963626224791;HAUTES PYRENEES
ST JULIEN LES VILLAS;48.2745172927, 4.10297688057;AUBE
CIBOURE;43.3749892489, -1.66133753626;PYRENEES ATLANTIQUES
CORCONNE;43.8722496037, 3.9404508858;GARD
TOURNISSAN;43.0840008987, 2.66022505516;AUDE
ANY MARTIN RIEUX;49.8823706752, 4.22351346907;AISNE
MOUTHIER EN BRESSE;46.8638075135, 5.38060673295;SAONE ET LOIRE
CHATEAUNEUF;47.2193918621, 4.65146586699;COTE D OR
LONGCHAMPS SUR AIRE;48.9126907802, 5.30611003141;MEUSE
ST EMILAND;46.8946339034, 4.47301777155;SAONE ET LOIRE
ST DENIS SUR LOIRE;47.6337713111, 1.37369539893;LOIR ET CHER
WAMBAIX;50.1283412382, 3.30897119661;NORD
JUVARDEIL;47.6592762477, -0.514251565754;MAINE ET LOIRE
FONTAINE LES HERMANS;50.5275299556, 2.33764506206;PAS DE CALAIS
CHAUMONT;48.8445061451, 0.338218709549;ORNE
ST AUBIN DE BLAYE;45.2588194568, -0.572897144494;GIRONDE
CHAVROCHES;46.353495459, 3.59684840219;ALLIER
FOUGARON;42.9816089588, 0.935465370602;HAUTE GARONNE
LINEXERT;47.743058957, 6.4853079749;HAUTE SAONE
MONTJUSTIN ET VELOTTE;47.6187013351, 6.3745985909;HAUTE SAONE
COUR ST MAURICE;47.2638180328, 6.70989733057;DOUBS
ST GEORGES DE LIVOYE;48.7372655684, -1.2227039529;MANCHE
DOMPIERRE;48.2497287991, 6.56736673982;VOSGES
MIGNERES;48.0485463347, 2.62158631692;LOIRET
LA GRANDE MOTTE;43.5685394142, 4.0758328467;HERAULT
ALLONVILLE;49.9379400536, 2.3677741824;SOMME
ST MAURICE;48.3329201616, 7.33527285146;BAS RHIN
NOUEILLES;43.4150222311, 1.52583069326;HAUTE GARONNE
SENUC;49.3080610685, 4.85209059171;ARDENNES
PRECHAC;43.7937593553, 0.571624025705;GERS
PONT ET MASSENE;47.4690088064, 4.35812492053;COTE D OR
POMPIEY;44.1976392176, 0.207144727468;LOT ET GARONNE
PONTAUBERT;47.4929203838, 3.87144768521;YONNE
CHATEAU VERDUN;42.7815593895, 1.67722786249;ARIEGE
OMECOURT;49.6166743846, 1.83402395723;OISE
MONTUREUX ET PRANTIGNY;47.5050359046, 5.63005559923;HAUTE SAONE
ST BOHAIRE;47.6438472496, 1.23917912625;LOIR ET CHER
YGRANDE;46.5497137895, 2.94199693043;ALLIER
VENTABREN;43.5422528534, 5.30622321985;BOUCHES DU RHONE
VILLE AU VAL;48.8410567772, 6.13005453194;MEURTHE ET MOSELLE
PAULHENC;44.8849681536, 2.81626761404;CANTAL
LES LOGES SAULCES;48.8646988987, -0.303404907346;CALVADOS
MONCASSIN;43.450007144, 0.47497863531;GERS
PUCH D AGENAIS;44.3292849237, 0.260560126348;LOT ET GARONNE
MARSEILLE 03;43.3121200046, 5.38010981423;BOUCHES DU RHONE
GISY LES NOBLES;48.2868565127, 3.24944929424;YONNE
LALUQUE;43.8510297418, -0.986364609887;LANDES
ORAIN;47.6102265012, 5.43501562658;COTE D OR
DANGEUL;48.2490170643, 0.260997204151;SARTHE
SAHUNE;44.4062765625, 5.27186320127;DROME
CHANTRAINES;48.216107614, 5.24193163106;HAUTE MARNE
MORSAIN;49.4616807631, 3.19122405616;AISNE
JALLAUCOURT;48.8346271223, 6.39461777056;MOSELLE
CHAMBERY;45.583182552, 5.90903392417;SAVOIE
RENNES EN GRENOUILLES;48.4909507271, -0.507002879374;MAYENNE
HAUTERIVE LA FRESSE;46.9672807433, 6.45727448334;DOUBS
LIMONY;45.3534326814, 4.75026547747;ARDECHE
COULANGERON;47.6835328856, 3.46990544997;YONNE
VINAX;46.0341296435, -0.212146477613;CHARENTE MARITIME
LANGUEVOISIN QUIQUERY;49.745698348, 2.93309479139;SOMME
LA TIEULE;44.3826211706, 3.16213006652;LOZERE
STE ANNE SUR GERVONDE;45.4997686454, 5.23217277414;ISERE
VEZOT;48.3534640428, 0.294816923539;SARTHE
ST AVIT;45.1990810013, 4.96469186325;DROME
HERBITZHEIM;49.0221359155, 7.08178967712;BAS RHIN
AUBONCOURT VAUZELLES;49.5558989331, 4.48296681132;ARDENNES
BOURG BRUCHE;48.358768312, 7.143716963;BAS RHIN
COURCY AUX LOGES;48.0546832244, 2.21728739508;LOIRET
CHEILLY LES MARANGES;46.8926365567, 4.66641980553;SAONE ET LOIRE
MONTREGARD;45.1595314738, 4.35494636429;HAUTE LOIRE
BUCY LES CERNY;49.5790852566, 3.496908306;AISNE
COURTISOLS;48.9772975479, 4.51921227291;MARNE
CHANTENAY VILLEDIEU;47.9198250308, -0.154140183084;SARTHE
BARSAC;44.7264116116, 5.30407617795;DROME
LA TARDIERE;46.663737434, -0.727562430214;VENDEE
BURIE;45.777851301, -0.428355211255;CHARENTE MARITIME
PERNAY;47.4537949892, 0.518019971725;INDRE ET LOIR
FONTAINE LES CROISILLES;50.2157524515, 2.90436080494;PAS DE CALAIS
ST MARTIN STE CATHERINE;45.9426860436, 1.56102508429;CREUSE
CANTENAY EPINARD;47.5380581206, -0.566473143041;MAINE ET LOIRE
FOUR;45.5768084385, 5.19447045153;ISERE
BRABANT LE ROI;48.8537761275, 4.98106135604;MEUSE
GAPREE;48.6244819747, 0.293642849368;ORNE
BONNEVENT VELLOREILLE;47.3937756161, 5.9310298649;HAUTE SAONE
ST GERMAIN;46.5761645622, 0.900631696992;VIENNE
LES CENT ACRES;49.7712128212, 1.14121021088;SEINE MARITIME
GARRIGUES;43.7983239512, 4.01049087518;HERAULT
MONTMEYRAN;44.8361396041, 4.98453227246;DROME
VERSONNEX;45.9261649892, 5.92765676795;HAUTE SAVOIE
SAXI BOURDON;47.056209327, 3.48742996327;NIEVRE
HERBELLES;50.6556656049, 2.22364943772;PAS DE CALAIS
MOUGON;46.2907364441, -0.296041998938;DEUX SEVRES
BEUVRY;50.5328399462, 2.69176985674;PAS DE CALAIS
PORT LOUIS;47.7099205258, -3.34845750769;MORBIHAN
JOURS LES BAIGNEUX;47.6253821222, 4.60399533048;COTE D OR
SAUGEOT;46.6037434659, 5.82427975186;JURA
CRAMOISY;49.2489499722, 2.39573291818;OISE
FROBERVILLE;49.7150765853, 0.335597363106;SEINE MARITIME
BERNOT;49.8793651304, 3.48665456392;AISNE
MAUSSANE LES ALPILLES;43.7145004234, 4.83333459578;BOUCHES DU RHONE
NEMOURS;48.2596067909, 2.71107993087;SEINE ET MARNE
FREAUVILLE;49.8249551138, 1.41696913742;SEINE MARITIME
ST GOIN;43.2312012156, -0.725099267035;PYRENEES ATLANTIQUES
VILLARS ST GEORGES;47.1248376906, 5.82242208897;DOUBS
ST JUST SUR DIVE;47.1722921725, -0.0995345523201;MAINE ET LOIRE
LA BATIE MONTGASCON;45.575480567, 5.54140939412;ISERE
BOUCHAIN;50.2808463643, 3.3121651121;NORD
VAUCHAMPS;47.2691499884, 6.24816158681;DOUBS
MORIERES LES AVIGNON;43.9337788848, 4.90875878315;VAUCLUSE
TROUILLAS;42.6064392439, 2.82021173802;PYRENEES ORIENTALES
LA BATIE NEUVE;44.5797566279, 6.21267983536;HAUTES ALPES
TOLLENT;50.2775872362, 2.01380158526;PAS DE CALAIS
GUERBIGNY;49.6978131736, 2.66525578046;SOMME
EYLIAC;45.1550053689, 0.855718097369;DORDOGNE
RENNEVILLE;43.3790411122, 1.7213166535;HAUTE GARONNE
TESSY BOCAGE;48.9633310504, -1.08464396412;MANCHE
ERNEVILLE AUX BOIS;48.7418948425, 5.41343354401;MEUSE
MONTGEROULT;49.0908042782, 2.00787015509;VAL D OISE
NEUVILLER SUR MOSELLE;48.4902431576, 6.28177004556;MEURTHE ET MOSELLE
CINQ MARS LA PILE;47.3535034952, 0.453317897903;INDRE ET LOIR
BOISSISE LE ROI;48.5119779126, 2.56991909533;SEINE ET MARNE
LE TARTRE GAUDRAN;48.6971387233, 1.60366113051;YVELINES
SCHOENENBOURG;48.9503956142, 7.91692156596;BAS RHIN
AUBE;48.7318577878, 0.545628090073;ORNE
NOGENT SUR SEINE;48.4962576328, 3.49983013092;AUBE
JARZE VILLAGES;47.5576434301, -0.24007574412;MAINE ET LOIRE
MONESTIER MERLINES;45.6502055059, 2.48933845927;CORREZE
ST QUENTIN DE CHALAIS;45.2429849506, 0.0733899615391;CHARENTE
VERPILLIERES SUR OURCE;48.0406701366, 4.5860718335;AUBE
ESPENEL;44.6853594311, 5.23465969716;DROME
SIGNY MONTLIBERT;49.5783230756, 5.3108582465;ARDENNES
SOULIERES;48.9038402772, 3.93440126624;MARNE
REVEST LES ROCHES;43.8831297435, 7.16778277098;ALPES MARITIMES
ST MARTIN BELLEVUE;45.9714139291, 6.13897086918;HAUTE SAVOIE
COUDES;45.6105151994, 3.20143305932;PUY DE DOME
FORLEANS;47.4712138957, 4.20681713671;COTE D OR
FIEFFES MONTRELET;50.0905993078, 2.21690355063;SOMME
CHAUSSY;49.1134565492, 1.70351386398;VAL D OISE
CHAVAGNES EN PAILLERS;46.8951394423, -1.24054768713;VENDEE
SERVILLY;46.2802589797, 3.58979684003;ALLIER
ST LIZIER;42.9998808556, 1.12929754476;ARIEGE
SEULLINE;49.0267772033, -0.688629006888;CALVADOS
XAMBES;45.8237702139, 0.106210551409;CHARENTE
WARGNIES LE GRAND;50.3079420993, 3.65866407405;NORD
PORCHEVILLE;48.9761864885, 1.76831015347;YVELINES
NULLY;48.3704679464, 4.81456093137;HAUTE MARNE
VELLEFREY ET VELLEFRANGE;47.4434504028, 5.81383880863;HAUTE SAONE
CADRIEU;44.4996325916, 1.87599580969;LOT
VAL D ORONAYE;44.4730642294, 6.81114702697;ALPES DE HAUTE PROVENCE
MONT DE MARSAN;43.899361404, -0.490722577455;LANDES
LAHAYVILLE;48.8922156555, 5.76968506389;MEUSE
CHAUVE;47.1588661346, -2.01200123653;LOIRE ATLANTIQUE
KILSTETT;48.6835701227, 7.84577121429;BAS RHIN
SALLES SUR MER;46.1025147874, -1.05196380014;CHARENTE MARITIME
MARTIGNY LES GERBONVAUX;48.4468151496, 5.79362450628;VOSGES
MISEREY;49.0197062779, 1.26108481938;EURE
CRUGUEL;47.8775619552, -2.59076740576;MORBIHAN
LOUVEMONT COTE DU POIVRE;49.2407092317, 5.40169210567;MEUSE
DAMMARIE EN PUISAYE;47.6332322961, 2.86087598326;LOIRET
MOISSANNES;45.8745025564, 1.55616505149;HAUTE VIENNE
VADELAINCOURT;49.0698810912, 5.25891845389;MEUSE
PRUILLE LE CHETIF;47.9926394002, 0.10552280267;SARTHE
LE MENIL BERARD;48.7055430019, 0.510723949969;ORNE
CIVRY LA FORET;48.8642006092, 1.61682938801;YVELINES
CERILLY;47.8557543819, 4.48870489274;COTE D OR
TOURVILLE SUR ARQUES;49.8597127895, 1.09318958112;SEINE MARITIME
LES PETITES LOGES;49.1318286454, 4.23205555858;MARNE
ARLEBOSC;45.0403037816, 4.63051185018;ARDECHE
PIERREFEU DU VAR;43.2345472455, 6.17955823473;VAR
FRESNES;47.4383129016, 1.41006263534;LOIR ET CHER
AUTREPPES;49.8969849321, 3.85601033505;AISNE
ST PROJET DE SALERS;45.0821687828, 2.55897131007;CANTAL
PLOUVARA;48.4973028138, -2.92552470033;COTES D ARMOR
CUZY;46.7609852867, 4.03171098199;SAONE ET LOIRE
COULGENS;45.8134827231, 0.277167790315;CHARENTE
ISLES LES VILLENOY;48.9170644276, 2.83057358355;SEINE ET MARNE
ANGERVILLIERS;48.5911202876, 2.05864904136;ESSONNE
HERSERANGE;49.5184653931, 5.79248530225;MEURTHE ET MOSELLE
TILLOY LES MOFFLAINES;50.2772825816, 2.82150381922;PAS DE CALAIS
CLOYES SUR LE LOIR;47.9934559542, 1.22150535909;EURE ET LOIR
CHARMES;48.3848071988, 6.31788990054;VOSGES
MATEMALE;42.5770065721, 2.11612519256;PYRENEES ORIENTALES
LIME;49.3234940469, 3.55539520178;AISNE
ST LAGER;46.1119203914, 4.67603777792;RHONE
MONTLOUIS SUR LOIRE;47.3824921367, 0.841267944196;INDRE ET LOIR
CHAMPAGNE SUR LOUE;47.0328816629, 5.80653382089;JURA
MONTSURVENT;49.1082682832, -1.51110962777;MANCHE
FAVRIEUX;48.9448446994, 1.64166996008;YVELINES
NEUVILLE COPPEGUEULE;49.856003312, 1.73981391668;SOMME
AINVELLE;47.9873795965, 5.82891715063;VOSGES
CRECHES SUR SAONE;46.2410718628, 4.78718291781;SAONE ET LOIRE
RARAY;49.263440205, 2.71969043321;OISE
ST MAURICE;48.8184921372, 2.4374501342;VAL DE MARNE
VAUNOISE;48.3472339828, 0.486737933229;ORNE
PELLEAUTIER;44.5102662977, 5.99877739937;HAUTES ALPES
ARCON;46.9658473885, 6.37870197364;DOUBS
COCLOIS;48.4708420035, 4.33090572683;AUBE
IVRY LA BATAILLE;48.886265363, 1.44688887159;EURE
RESSONS LE LONG;49.3881779495, 3.1411755288;AISNE
HOCQUIGNY;48.8085201444, -1.401972508;MANCHE
ORAISON;43.911106033, 5.92458011626;ALPES DE HAUTE PROVENCE
ST ETIENNE SOUS BARBUISE;48.4925522857, 4.11536192405;AUBE
CRANSAC;44.5186350592, 2.28781785665;AVEYRON
MARVILLE;49.4465296289, 5.44770167137;MEUSE
REPENTIGNY;49.1990064413, 0.0426897498545;CALVADOS
SOUPIR;49.4106784751, 3.59989736789;AISNE
NIEURLET;50.7949144222, 2.27990645597;NORD
CHATTANCOURT;49.2160851171, 5.26496953074;MEUSE
MOUETTES;48.8886476337, 1.36834248344;EURE
GIBERCOURT;49.7393520234, 3.28269647304;AISNE
ROLLOT;49.5939801333, 2.64865776071;SOMME
ROLLAINVILLE;48.3554764576, 5.74054741265;VOSGES
HAUTE GOULAINE;47.1960138107, -1.41049118184;LOIRE ATLANTIQUE
LUCENAY L EVEQUE;47.0840697933, 4.26102089354;SAONE ET LOIRE
OGY;49.1105499079, 6.31565297053;MOSELLE
LUDIES;43.1204279792, 1.71727869146;ARIEGE
PLOUHARNEL;47.5996860072, -3.12263540651;MORBIHAN
MOUDEYRES;44.9490292294, 4.10321682269;HAUTE LOIRE
SOTURAC;44.5081490577, 1.023587785;LOT
ST GERMAIN DU PUCH;44.8518771746, -0.334057269081;GIRONDE
TELLECEY;47.2904695595, 5.29922695853;COTE D OR
GRENING;48.974322105, 6.84167758808;MOSELLE
DAHLENHEIM;48.5882941085, 7.51624848746;BAS RHIN
LE TOUQUET PARIS PLAGE;50.5083984501, 1.59923820583;PAS DE CALAIS
POIDS DE FIOLE;46.5944604506, 5.62239260294;JURA
GRACAY;47.1408422625, 1.85668822147;CHER
ST PIERRE AZIF;49.292775444, 0.0372567744774;CALVADOS
MENETRU LE VIGNOBLE;46.7745566014, 5.63482619878;JURA
FAVRESSE;48.719129687, 4.71728407757;MARNE
LA LOGE AUX CHEVRES;48.2694215855, 4.40750585645;AUBE
TOUTLEMONDE;47.0574145416, -0.75844602531;MAINE ET LOIRE
VILLESENEUX;48.8442040929, 4.14375966973;MARNE
VIELLE ST GIRONS;43.9395837379, -1.32552380465;LANDES
CHAUFFAILLES;46.2065828065, 4.34173989083;SAONE ET LOIRE
STE COLOMBE;44.2889272211, 5.66834974647;HAUTES ALPES
PETIT NOIR;46.9324882884, 5.33765918128;JURA
HERVILLY;49.9312998449, 3.11712136373;SOMME
BAS LIEU;50.1443528184, 3.95104519087;NORD
AUZAINVILLIERS;48.2367790067, 5.8528751887;VOSGES
BAHO;42.705784148, 2.82066588737;PYRENEES ORIENTALES
ST BARTHELEMY LE MEIL;44.884662739, 4.47884532485;ARDECHE
AIFFRES;46.2820504466, -0.41429097467;DEUX SEVRES
LARRIVIERE ST SAVIN;43.7552492766, -0.424559880021;LANDES
ST LEGER SUR SARTHE;48.495044339, 0.316782029384;ORNE
ST LEGER;44.0026597689, 6.82309684994;ALPES MARITIMES
ST MARCEL PAULEL;43.6566271869, 1.61471686848;HAUTE GARONNE
CERCOTTES;47.9871091205, 1.89710126122;LOIRET
CROISSANVILLE;49.1119995118, -0.108655295022;CALVADOS
ESPIRA DE L AGLY;42.7964740198, 2.82234963668;PYRENEES ORIENTALES
VOUE;48.459643518, 4.12408661799;AUBE
MOLAS;43.4003607782, 0.779212974903;HAUTE GARONNE
JOUY LE POTIER;47.747623391, 1.80832266526;LOIRET
LEUGNY;47.6861199694, 3.37458168586;YONNE
LE ROCHEREAU;46.6948066486, 0.140781690742;VIENNE
FAMECHON;50.1439770504, 2.45778315136;PAS DE CALAIS
MONT ST JEAN;49.7932196838, 4.21125667983;AISNE
CITRY;48.9608892793, 3.24583955938;SEINE ET MARNE
ST PERAY;44.9410716967, 4.82459034307;ARDECHE
ARGENVIERES;47.1407710364, 2.99229956887;CHER
MONTBRUN DES CORBIERES;43.2010816161, 2.6810058702;AUDE
THIEUX;49.0091475315, 2.66309885608;SEINE ET MARNE
CHAMBLANC;47.0222258183, 5.16878563446;COTE D OR
VIRONCHAUX;50.2981889645, 1.82569820077;SOMME
MONTBOUDIF;45.3704230499, 2.73226065206;CANTAL
AMANCE;48.754963401, 6.30928287834;MEURTHE ET MOSELLE
COURLEON;47.3809189651, 0.146996845138;MAINE ET LOIRE
SABONNERES;43.4686663563, 1.05725626778;HAUTE GARONNE
MILLY SUR BRADON;49.3955801908, 5.21589849467;MEUSE
TERNAY;47.7345836701, 0.771871183813;LOIR ET CHER
BOISMONT;50.1579086414, 1.6734332027;SOMME
BOUCHAVESNES BERGEN;49.9924551007, 2.92163834053;SOMME
PRESSIGNAC VICQ;44.8939755718, 0.727634787867;DORDOGNE
MONCHEAUX;50.456566302, 3.08800670538;NORD
BEAUCHASTEL;44.8294995047, 4.79715382132;ARDECHE
LIXHEIM;48.7874942792, 7.14504787778;MOSELLE
FIEFS;50.4999837138, 2.32108014368;PAS DE CALAIS
AUTUN;46.945536773, 4.31060069532;SAONE ET LOIRE
ST ANDRE LE DESERT;46.4997623512, 4.53459884587;SAONE ET LOIRE
DIJON;47.3229437965, 5.03788805877;COTE D OR
ROCHES LES BLAMONT;47.4106474482, 6.85440566573;DOUBS
ROMAIN;47.2075786378, 5.71828846623;JURA
HAPLINCOURT;50.0929484431, 2.93693106881;PAS DE CALAIS
GOYENCOURT;49.7213872531, 2.76641798574;SOMME
SEPTEUIL;48.8882003986, 1.68459218607;YVELINES
INDRE;47.1985008197, -1.6717810311;LOIRE ATLANTIQUE
GERMIGNEY;47.3703184562, 5.53460543886;HAUTE SAONE
VERNOUX EN VIVARAIS;44.9051558168, 4.64438568731;ARDECHE
ST LAURENT L ABBAYE;47.3370394747, 2.99458105958;NIEVRE
CHAZELLES SUR LYON;45.6292859414, 4.37386809116;LOIRE
FERRIERES SUR ARIEGE;42.9382958572, 1.60726284155;ARIEGE
MAZEIRAT;46.1381078382, 1.98735515173;CREUSE
GUIPEL;48.2923904516, -1.72349623823;ILE ET VILAINE
NIDERVILLER;48.7105520176, 7.11797148432;MOSELLE
CHATEAU THEBAUD;47.1158057933, -1.43844838155;LOIRE ATLANTIQUE
MORNAND EN FOREZ;45.6717929888, 4.11953674559;LOIRE
GOULIEN;48.0579729785, -4.59260441586;FINISTERE
MOZE SUR LOUET;47.3588616971, -0.568969169001;MAINE ET LOIRE
SAUSSAY;48.8508071385, 1.41035357724;EURE ET LOIR
FOURNES;43.9332827518, 4.60385526319;GARD
LEPINE;50.3851141972, 1.72825357976;PAS DE CALAIS
VERZEILLE;43.1202007028, 2.32860736272;AUDE
VAL D IZE;48.1899182799, -1.30478438424;ILE ET VILAINE
GOUPILLIERES;49.1218249959, 0.765958514912;EURE
ST CLEMENT SUR DURANCE;44.6478034969, 6.56074041767;HAUTES ALPES
HERIMENIL;48.5507958672, 6.50819869804;MEURTHE ET MOSELLE
LABASTIDE ESPARBAIRENQUE;43.3934090766, 2.40300635339;AUDE
BINARVILLE;49.2442879223, 4.90318973025;MARNE
UGLAS;43.1402100651, 0.4386284458;HAUTES PYRENEES
BERBEZIT;45.2869739062, 3.59469337193;HAUTE LOIRE
AUSSAC;43.8628657084, 2.03857774636;TARN
JAIGNES;48.9870552422, 3.07455824871;SEINE ET MARNE
CHERENG;50.6108890768, 3.20972154636;NORD
LEINTREY;48.6283526431, 6.74348437889;MEURTHE ET MOSELLE
TANGRY;50.4621592652, 2.36013300414;PAS DE CALAIS
SCHALBACH;48.8211055124, 7.15542835444;MOSELLE
LA CHAPELLE RABLAIS;48.5059176558, 2.96075561449;SEINE ET MARNE
RIEZ;43.8284587474, 6.08237819985;ALPES DE HAUTE PROVENCE
CHOUX;46.301599898, 5.77007174218;JURA
CHAMPIGNY;49.2683371756, 3.95843961351;MARNE
TRESSERRE;42.5556320578, 2.83755303653;PYRENEES ORIENTALES
BLOUSSON SERIAN;43.4589317214, 0.193609886231;GERS
FRETTECUISSE;49.9234423718, 1.81014711359;SOMME
LESPOURCY;43.3596787562, -0.154631315094;PYRENEES ATLANTIQUES
MONTDIDIER;48.9328455067, 6.81546576999;MOSELLE
ARGUENOS;42.9592233941, 0.72693971703;HAUTE GARONNE
VILLAR ST ANSELME;43.0573045654, 2.29925892511;AUDE
STE SUZANNE SUR VIRE;49.0733180514, -1.05714630383;MANCHE
ST BLAISE;43.8129337899, 7.23022336252;ALPES MARITIMES
FRENEUSE;49.0495054013, 1.61035317023;YVELINES
ST SYLVAIN;45.1805974733, 1.88835230175;CORREZE
